Epoch,Train_Loss,Val_Loss,Train_loss_nf,Train_loss_eb,Train_loss_nz,Train_loss_eg,Train_loss_sa,Train_loss_sg,Val_loss_nf,Val_loss_eb,Val_loss_nz,Val_loss_eg,Val_loss_sa,Val_loss_sg
23,0.210119,0.744244,0.053107,0.022202,0.001070,0.006952,0.471664,0.045888,0.475909,0.043964,0.003064,0.069907,0.709862,0.396756
24,0.209853,0.763170,0.052900,0.020898,0.000993,0.007046,0.474925,0.044874,0.516644,0.047852,0.001335,0.057634,0.667104,0.443644
25,0.207914,0.716209,0.054926,0.021195,0.000790,0.005748,0.465236,0.047489,0.460437,0.068630,0.002369,0.058092,0.665238,0.383288
26,0.201014,0.756622,0.049329,0.019627,0.000856,0.005968,0.462614,0.041857,0.489136,0.058391,0.001458,0.071989,0.696761,0.400767
27,0.209230,0.692789,0.054349,0.020606,0.001062,0.006898,0.469886,0.045652,0.443639,0.052799,0.001127,0.051456,0.671289,0.381201
28,0.199104,0.776304,0.050240,0.019574,0.000846,0.005523,0.454688,0.042843,0.493039,0.054937,0.003510,0.078021,0.719560,0.409835
29,0.207512,0.723352,0.052909,0.019923,0.001018,0.006303,0.469665,0.045750,0.474072,0.051570,0.001593,0.050734,0.690455,0.402136
30,0.191667,0.746849,0.043721,0.019383,0.000782,0.005825,0.449753,0.037165,0.493657,0.055063,0.001694,0.052552,0.688801,0.423205
31,0.200196,0.739926,0.047880,0.018644,0.001225,0.007004,0.460984,0.040819,0.465302,0.054100,0.001498,0.073045,0.679659,0.403568
32,0.184029,0.723699,0.040800,0.017191,0.000618,0.004471,0.440984,0.035299,0.480641,0.045355,0.001731,0.053169,0.663735,0.413361
33,0.192904,0.737909,0.044484,0.018872,0.000830,0.005619,0.453096,0.037696,0.483440,0.052382,0.001045,0.057593,0.675640,0.417336
34,0.201627,0.765278,0.052531,0.019228,0.000975,0.006034,0.455423,0.044222,0.517077,0.049835,0.001582,0.056875,0.673565,0.442590
35,0.182953,0.714802,0.037543,0.017236,0.000776,0.004743,0.445876,0.032562,0.447529,0.039631,0.001139,0.073628,0.655863,0.399392
36,0.193831,0.714773,0.046355,0.018464,0.000944,0.005553,0.451856,0.038736,0.473864,0.047559,0.001469,0.065148,0.634991,0.393894
37,0.187260,0.776033,0.042656,0.016673,0.000831,0.005642,0.443184,0.036336,0.510087,0.047596,0.003264,0.062875,0.705446,0.438835
38,0.186818,0.670400,0.039362,0.016438,0.001041,0.005932,0.450553,0.033561,0.432625,0.048344,0.001257,0.051406,0.635972,0.372921
39,0.187296,0.767546,0.043776,0.017559,0.000787,0.004981,0.440689,0.037307,0.521733,0.060332,0.001428,0.051072,0.666962,0.447848
40,0.188449,0.780148,0.043041,0.016857,0.000867,0.005206,0.445855,0.037342,0.540891,0.051644,0.001169,0.056860,0.633703,0.471483
41,0.179573,0.766575,0.037587,0.016852,0.000732,0.004659,0.436587,0.031971,0.519059,0.048910,0.001472,0.065213,0.662782,0.434141
42,0.188485,0.736835,0.041812,0.016541,0.001100,0.005800,0.448944,0.035450,0.471509,0.053930,0.001242,0.065639,0.670310,0.412283
43,0.183395,0.727880,0.039400,0.016194,0.001005,0.004853,0.443065,0.033643,0.498363,0.053685,0.001014,0.050192,0.641850,0.416191
44,0.184428,0.743862,0.041032,0.016337,0.000798,0.004941,0.441111,0.035344,0.473741,0.050580,0.001703,0.074261,0.670061,0.409436
45,0.172735,0.776443,0.034098,0.015642,0.000640,0.003728,0.430788,0.028522,0.515106,0.049361,0.001351,0.066934,0.666391,0.452014
46,0.189528,0.686549,0.043876,0.016707,0.000976,0.006364,0.444530,0.037076,0.441306,0.041856,0.000994,0.055538,0.651054,0.386240
47,0.180046,0.690389,0.036708,0.016303,0.000825,0.004975,0.439521,0.031769,0.442797,0.046038,0.000980,0.053648,0.642299,0.397309
48,0.171918,0.764768,0.035702,0.014269,0.000579,0.003348,0.425731,0.030573,0.527568,0.050969,0.001160,0.056696,0.646106,0.447623
49,0.185192,0.784793,0.040431,0.016329,0.000911,0.005986,0.441360,0.035014,0.519270,0.053032,0.002337,0.060983,0.683877,0.460318
50,0.175535,0.737958,0.034845,0.015017,0.000834,0.004324,0.435466,0.029613,0.485688,0.054083,0.001149,0.063720,0.658556,0.411274
