Epoch,Train_Loss,Val_Loss,Train_loss_nf,Train_loss_eb,Train_loss_nz,Train_loss_eg,Train_loss_sa,Train_loss_sg,Val_loss_nf,Val_loss_eb,Val_loss_nz,Val_loss_eg,Val_loss_sa,Val_loss_sg
21,0.208938,0.773256,0.059742,0.022003,0.001222,0.008082,0.444050,0.051094,0.517596,0.048038,0.001203,0.063758,0.676277,0.445189
22,0.208544,0.759552,0.063491,0.022397,0.000880,0.007689,0.435087,0.053009,0.509117,0.045794,0.002429,0.062732,0.657800,0.439193
23,0.194558,0.827861,0.053765,0.020776,0.000878,0.006472,0.424818,0.044984,0.552883,0.051223,0.002182,0.078769,0.680785,0.481244
24,0.197759,0.733782,0.057215,0.021284,0.000833,0.006853,0.424413,0.046998,0.486688,0.043203,0.001936,0.063741,0.659727,0.410482
25,0.201225,0.768691,0.056146,0.021048,0.001079,0.007938,0.434847,0.046315,0.512289,0.053663,0.001748,0.065298,0.668615,0.436168
26,0.190601,0.748352,0.051361,0.019290,0.000805,0.006119,0.420785,0.044234,0.512134,0.049184,0.001872,0.057786,0.648986,0.426677
27,0.183427,0.758897,0.048094,0.019036,0.000755,0.005099,0.413635,0.039835,0.522702,0.043605,0.002614,0.057890,0.640820,0.445986
28,0.199551,0.758241,0.055887,0.019901,0.001116,0.007683,0.430254,0.047563,0.510895,0.053947,0.001781,0.061626,0.662801,0.427145
29,0.182209,0.749117,0.045529,0.018094,0.000741,0.006131,0.415241,0.037907,0.509644,0.050189,0.001190,0.066829,0.631973,0.423179
30,0.194577,0.744298,0.054518,0.019349,0.000884,0.006967,0.423493,0.045490,0.503140,0.048017,0.001179,0.060621,0.628077,0.436993
31,0.173263,0.756302,0.040314,0.017002,0.000765,0.004743,0.405696,0.034777,0.495248,0.053467,0.002321,0.069326,0.665371,0.421371
32,0.195416,0.726326,0.054825,0.019733,0.000957,0.006813,0.423994,0.046339,0.487374,0.047034,0.001294,0.057575,0.649936,0.410544
33,0.168730,0.780985,0.036947,0.016453,0.000654,0.004473,0.403023,0.031992,0.550314,0.053370,0.001181,0.059691,0.635538,0.455222
34,0.187592,0.749305,0.052634,0.017764,0.000920,0.006381,0.411552,0.043253,0.503134,0.048111,0.001973,0.064251,0.643709,0.428692
35,0.175954,0.887018,0.043063,0.017285,0.000748,0.005550,0.404859,0.036049,0.602688,0.051339,0.004303,0.091645,0.703647,0.505924
36,0.177515,0.729651,0.043298,0.017911,0.000983,0.005798,0.409488,0.034567,0.483610,0.048966,0.001705,0.068116,0.631653,0.408090
37,0.177249,0.698312,0.042179,0.016892,0.001003,0.006185,0.409931,0.035093,0.475315,0.048478,0.000975,0.052395,0.616399,0.396252
38,0.170173,0.834706,0.040439,0.016332,0.000638,0.004263,0.397605,0.035210,0.593983,0.051739,0.001384,0.059664,0.651582,0.510645
39,0.178673,0.748217,0.047743,0.016538,0.000718,0.004696,0.403264,0.040277,0.493529,0.065055,0.001861,0.066540,0.628972,0.423666
40,0.179767,0.724449,0.042113,0.016029,0.001194,0.007559,0.413414,0.035838,0.485020,0.045665,0.001324,0.061297,0.624375,0.418346
41,0.162539,0.730725,0.034712,0.014902,0.000626,0.004153,0.395043,0.028880,0.503503,0.048118,0.001521,0.057257,0.620594,0.419917
42,0.174889,0.747631,0.043709,0.016701,0.000752,0.005450,0.400881,0.036436,0.513363,0.049803,0.001244,0.063314,0.605664,0.439581
43,0.172779,0.748185,0.041154,0.015717,0.001075,0.005837,0.399934,0.034903,0.523175,0.049627,0.000941,0.054894,0.609607,0.446133
44,0.164273,0.819711,0.036945,0.015114,0.000626,0.004198,0.392518,0.031327,0.584398,0.061890,0.001770,0.061552,0.626412,0.490642
45,0.176866,0.788574,0.044036,0.016180,0.000948,0.006484,0.404516,0.035941,0.542136,0.054426,0.001495,0.068582,0.642590,0.454877
46,0.166683,0.715059,0.036676,0.014912,0.000710,0.004931,0.399126,0.031020,0.476959,0.045836,0.000987,0.060656,0.601753,0.422986
47,0.159026,0.802952,0.033836,0.015058,0.000697,0.003992,0.387209,0.027454,0.559482,0.046071,0.001491,0.062955,0.638373,0.488434
48,0.173077,0.739283,0.041114,0.016032,0.000855,0.006460,0.400569,0.034037,0.491773,0.048315,0.001107,0.068727,0.633322,0.418815
49,0.163759,0.789986,0.036940,0.015062,0.000795,0.004155,0.389619,0.031846,0.520952,0.053530,0.003126,0.074909,0.676926,0.443264
50,0.169691,0.704787,0.038047,0.014652,0.000861,0.006358,0.400256,0.032092,0.472055,0.047513,0.001483,0.064999,0.612259,0.389687
