Epoch,Train_Loss,Val_Loss,Train_loss_nf,Train_loss_eb,Train_loss_nz,Train_loss_eg,Train_loss_sa,Train_loss_sg,Val_loss_nf,Val_loss_eb,Val_loss_nz,Val_loss_eg,Val_loss_sa,Val_loss_sg
22,1.811821,2.933785,0.066979,0.030303,0.985167,0.545564,0.685880,0.053369,0.472400,0.065997,1.437881,0.761268,0.885871,0.399352
23,1.793267,2.846908,0.060990,0.029378,0.976399,0.543368,0.680025,0.048616,0.437633,0.066458,1.406335,0.736361,0.886643,0.372347
24,1.784168,2.827599,0.060524,0.028660,0.972856,0.541966,0.669395,0.047871,0.423535,0.066004,1.399668,0.746665,0.843065,0.367153
25,1.772212,2.859556,0.055821,0.027997,0.967969,0.540218,0.666057,0.044597,0.436692,0.067781,1.416572,0.746848,0.854367,0.375179
26,1.775777,2.884376,0.057267,0.027142,0.969917,0.540395,0.666535,0.046599,0.455529,0.073781,1.418726,0.739463,0.860265,0.406905
27,1.764047,2.934260,0.056471,0.027250,0.964805,0.538445,0.653102,0.046011,0.487819,0.100387,1.424764,0.742803,0.847924,0.436424
28,1.751333,2.982693,0.053598,0.025567,0.958400,0.536059,0.652419,0.043132,0.496365,0.064809,1.455829,0.775262,0.857974,0.427247
29,1.755032,2.843556,0.053909,0.026393,0.960473,0.537577,0.651186,0.042950,0.444745,0.081378,1.403795,0.734948,0.843350,0.377493
30,1.745004,2.880984,0.053596,0.025989,0.954473,0.535389,0.646139,0.043017,0.431866,0.060635,1.424445,0.764943,0.857320,0.376299
31,1.625819,2.695762,0.024982,0.018401,0.902587,0.514903,0.589702,0.019455,0.396495,0.055615,1.339919,0.723054,0.786951,0.341297
32,1.587804,2.766842,0.017547,0.016155,0.886307,0.508697,0.563568,0.013758,0.408171,0.059120,1.374333,0.747020,0.778622,0.356513
33,1.582987,2.751062,0.018536,0.015330,0.883991,0.507055,0.558326,0.015021,0.426143,0.062160,1.360086,0.723467,0.790881,0.372186
34,1.580396,2.756662,0.019094,0.015233,0.883204,0.505830,0.554961,0.015420,0.400702,0.065738,1.369903,0.747224,0.786024,0.341015
35,1.581729,2.753487,0.020181,0.015482,0.883668,0.506640,0.551690,0.016167,0.418950,0.062379,1.360517,0.733404,0.787617,0.365233
36,1.573827,2.737844,0.018464,0.014227,0.880243,0.505612,0.547272,0.014891,0.414137,0.069525,1.350512,0.733451,0.771944,0.360935
37,1.568625,2.873992,0.017876,0.013957,0.878199,0.504415,0.542621,0.014616,0.432477,0.063722,1.419717,0.780086,0.810311,0.365993
38,1.527852,2.673080,0.011172,0.011066,0.859449,0.497061,0.518942,0.009081,0.396493,0.061883,1.327564,0.718064,0.752238,0.345187
39,1.509659,2.728935,0.008499,0.010035,0.851418,0.493818,0.505912,0.006764,0.407761,0.063884,1.350298,0.739517,0.758520,0.351482
40,1.505782,2.709900,0.009046,0.009635,0.849682,0.492651,0.501868,0.007099,0.401827,0.064458,1.344322,0.730936,0.753794,0.350724
41,1.504889,2.719034,0.008725,0.009372,0.850129,0.492492,0.499113,0.006972,0.399567,0.060564,1.350864,0.740857,0.749827,0.344600
42,1.504075,2.745310,0.009509,0.009399,0.849224,0.492022,0.498224,0.007816,0.407371,0.061112,1.362813,0.744632,0.759638,0.351463
43,1.501610,2.673147,0.008818,0.009011,0.848406,0.492310,0.495231,0.006822,0.392172,0.058165,1.332363,0.719344,0.751391,0.341707
44,1.497298,2.714265,0.008595,0.008318,0.847125,0.490839,0.491623,0.006783,0.407985,0.064666,1.347658,0.727835,0.756028,0.351276
45,1.482287,2.703005,0.006661,0.007211,0.840043,0.487994,0.482352,0.005215,0.404233,0.063895,1.336214,0.733488,0.745892,0.350944
46,1.474436,2.677561,0.005935,0.006728,0.836413,0.486477,0.476364,0.004610,0.394027,0.060871,1.332377,0.725817,0.741531,0.338917
47,1.471646,2.686218,0.006012,0.006775,0.835000,0.485837,0.473669,0.004629,0.394039,0.059904,1.338054,0.724866,0.749511,0.342946
48,1.472027,2.698256,0.005975,0.006605,0.835668,0.485800,0.473033,0.004717,0.399918,0.061687,1.339374,0.729946,0.748284,0.347296
