Epoch,Train_Loss,Val_Loss,Train_loss_nf,Train_loss_eb,Train_loss_nz,Train_loss_eg,Train_loss_sa,Train_loss_sg,Val_loss_nf,Val_loss_eb,Val_loss_nz,Val_loss_eg,Val_loss_sa,Val_loss_sg
21,0.383759,1.905895,0.063609,0.025916,0.087803,0.034114,0.636557,0.052226,0.520211,0.053439,0.772924,0.329274,0.991955,0.438570
22,0.374699,1.921030,0.060262,0.025432,0.084719,0.034073,0.628110,0.049255,0.543541,0.056360,0.776585,0.317386,1.014130,0.445738
23,0.370414,1.875151,0.057814,0.024417,0.083625,0.033402,0.628039,0.047719,0.514188,0.055156,0.744672,0.323006,0.995588,0.448249
24,0.366914,1.818579,0.059186,0.025075,0.080926,0.032265,0.623641,0.049002,0.491404,0.053280,0.730218,0.321355,0.968916,0.407976
25,0.357094,1.863239,0.053048,0.023242,0.079209,0.032563,0.618109,0.043486,0.495293,0.054015,0.745627,0.352546,0.946633,0.412846
26,0.353088,1.822953,0.053595,0.023437,0.076504,0.031445,0.614255,0.044693,0.507423,0.053480,0.703761,0.340649,0.953324,0.424187
27,0.347240,1.917563,0.053253,0.022219,0.074934,0.030197,0.608470,0.043665,0.533151,0.051262,0.764835,0.343399,0.958397,0.459207
28,0.350095,1.874965,0.053622,0.022971,0.077483,0.030101,0.605610,0.045061,0.535966,0.052058,0.740646,0.322142,0.963178,0.458424
29,0.337969,1.859519,0.048542,0.021917,0.071961,0.029768,0.601331,0.041221,0.521224,0.052091,0.738259,0.324127,0.953228,0.449016
30,0.329488,1.764946,0.046701,0.021548,0.069281,0.029097,0.593065,0.038133,0.495657,0.050856,0.702925,0.298829,0.930952,0.421299
31,0.334988,1.908787,0.050036,0.021907,0.071275,0.028113,0.595758,0.041803,0.542420,0.053596,0.764982,0.325071,0.966666,0.461452
32,0.321382,1.751749,0.045445,0.020777,0.066805,0.025612,0.589657,0.037914,0.465250,0.054425,0.686737,0.331726,0.924565,0.392159
33,0.325314,1.822408,0.044897,0.020645,0.068962,0.027846,0.589986,0.037479,0.507576,0.052826,0.714354,0.335361,0.919772,0.433121
34,0.311962,1.777323,0.042111,0.019904,0.062906,0.025224,0.583702,0.035428,0.490493,0.049744,0.709757,0.310316,0.925634,0.418882
35,0.321804,1.804852,0.046666,0.020468,0.067376,0.025707,0.585682,0.038898,0.507820,0.053082,0.708481,0.326078,0.913766,0.431425
36,0.316568,1.709635,0.043170,0.020508,0.065757,0.026343,0.581172,0.036555,0.470249,0.051174,0.667057,0.313532,0.895173,0.399567
37,0.299184,1.840567,0.039958,0.019366,0.057927,0.023288,0.571340,0.033811,0.490376,0.055742,0.733276,0.346048,0.929206,0.418844
38,0.320627,1.850333,0.045844,0.020148,0.066882,0.026495,0.583592,0.038354,0.499353,0.054454,0.733509,0.339994,0.932992,0.440058
39,0.290888,1.793141,0.036919,0.018361,0.054932,0.023115,0.565970,0.030817,0.455162,0.052348,0.724982,0.342936,0.919018,0.391527
40,0.307372,1.820390,0.041469,0.018629,0.061857,0.025489,0.575127,0.034878,0.489487,0.055641,0.735387,0.332413,0.903673,0.417849
41,0.301821,1.760309,0.040474,0.019410,0.060008,0.023996,0.569966,0.033770,0.483501,0.051123,0.706086,0.314549,0.877248,0.418375
42,0.290302,1.899269,0.036401,0.018579,0.056783,0.021695,0.564270,0.030107,0.518328,0.062090,0.750333,0.358966,0.908310,0.454536
43,0.297462,1.842327,0.039863,0.018441,0.058028,0.023007,0.567700,0.033931,0.509962,0.055778,0.723279,0.342586,0.908656,0.441989
44,0.289262,1.712012,0.037778,0.018243,0.054999,0.022338,0.561847,0.030719,0.467258,0.046725,0.686735,0.304290,0.879842,0.400088
45,0.289974,1.749895,0.038535,0.018444,0.055448,0.022145,0.559555,0.032048,0.490031,0.047560,0.689349,0.313032,0.900083,0.417386
46,0.286202,1.720379,0.037279,0.017856,0.053736,0.021893,0.557946,0.031244,0.478096,0.051769,0.678241,0.308808,0.882878,0.407068
47,0.280320,1.821773,0.033706,0.016845,0.052534,0.021483,0.555082,0.029004,0.511070,0.050223,0.729415,0.317412,0.884101,0.458137
48,0.283214,1.827296,0.036043,0.017055,0.053867,0.020991,0.553848,0.031306,0.494350,0.053327,0.743393,0.324684,0.905785,0.427290
49,0.280995,1.690587,0.036261,0.016715,0.052670,0.020802,0.552234,0.030728,0.458605,0.054582,0.664184,0.309365,0.872031,0.397671
50,0.282970,1.846698,0.036760,0.017200,0.053195,0.021422,0.552735,0.031104,0.481072,0.049968,0.739664,0.363301,0.894813,0.419539
