Epoch,Train_Loss,Val_Loss,Train_loss_nf,Train_loss_eb,Train_loss_nz,Train_loss_eg,Train_loss_sa,Train_loss_sg,Val_loss_nf,Val_loss_eb,Val_loss_nz,Val_loss_eg,Val_loss_sa,Val_loss_sg
32,1.732993,2.847145,0.050280,0.025165,0.948491,0.533307,0.645839,0.039442,0.466609,0.052265,1.385427,0.746397,0.837651,0.409178
33,1.720993,2.850401,0.047516,0.024811,0.942848,0.531054,0.640449,0.037586,0.460511,0.063083,1.396992,0.740976,0.843308,0.395287
34,1.715338,2.941231,0.045462,0.023749,0.940827,0.531408,0.634406,0.036351,0.459164,0.054581,1.446761,0.782397,0.854501,0.397701
35,1.720099,2.871813,0.047417,0.024565,0.942829,0.531040,0.638950,0.037107,0.456204,0.056655,1.411612,0.760035,0.824667,0.392675
36,1.708984,2.896335,0.045789,0.023634,0.938011,0.530664,0.625859,0.035679,0.473820,0.060945,1.422978,0.748573,0.831682,0.415793
37,1.715634,2.850482,0.045347,0.024863,0.941631,0.531260,0.631821,0.036183,0.450872,0.045618,1.396462,0.756612,0.836400,0.396486
38,1.708133,2.926561,0.045332,0.023850,0.937757,0.528889,0.629757,0.035937,0.457834,0.061186,1.433029,0.777818,0.849975,0.402423
39,1.697267,2.922099,0.043864,0.023301,0.932416,0.527474,0.623400,0.033548,0.465433,0.049017,1.429155,0.784758,0.823041,0.408098
40,1.692401,2.891901,0.042890,0.022692,0.930891,0.525576,0.619767,0.034427,0.477093,0.049379,1.418716,0.752483,0.829428,0.417275
41,1.691487,2.893600,0.042636,0.022687,0.930292,0.526620,0.617108,0.033562,0.472145,0.049176,1.419033,0.762471,0.819742,0.411027
42,1.691724,2.834165,0.042316,0.023345,0.930772,0.526146,0.617753,0.033299,0.418299,0.062952,1.404562,0.764066,0.812961,0.362047
43,1.689729,2.802220,0.041099,0.023030,0.929922,0.526977,0.614434,0.032870,0.443381,0.058120,1.377410,0.735524,0.812845,0.389363
44,1.681568,2.891120,0.041765,0.021900,0.925301,0.525489,0.608735,0.032651,0.466529,0.051220,1.419542,0.760701,0.823471,0.409923
45,1.682262,2.847970,0.041760,0.022767,0.926730,0.523776,0.610517,0.032673,0.467569,0.049689,1.398742,0.751549,0.812762,0.390443
46,1.671397,2.922922,0.037496,0.021835,0.921552,0.524012,0.604472,0.029650,0.462096,0.065089,1.433058,0.780148,0.826583,0.396296
47,1.673836,2.957323,0.039854,0.021505,0.922944,0.522964,0.605800,0.031017,0.490615,0.056349,1.438603,0.786567,0.839007,0.413938
48,1.667067,2.880261,0.038485,0.021486,0.919815,0.522526,0.599869,0.029558,0.453955,0.045497,1.414648,0.775403,0.814174,0.392465
49,1.667414,2.883958,0.039160,0.020867,0.919667,0.522295,0.599427,0.031219,0.461559,0.048688,1.417309,0.762369,0.833629,0.398134
50,1.659698,2.952598,0.037282,0.020666,0.916547,0.521337,0.592640,0.030097,0.464212,0.056287,1.451209,0.801759,0.814354,0.390147
51,1.660424,2.832653,0.036744,0.020761,0.916937,0.521886,0.595990,0.028103,0.472692,0.045120,1.381212,0.752170,0.806133,0.397048
52,1.658152,2.935406,0.038141,0.020936,0.914608,0.521110,0.592549,0.030263,0.513649,0.053913,1.419654,0.759752,0.826896,0.448299
53,1.652598,2.946966,0.034498,0.020430,0.914296,0.520533,0.590656,0.026218,0.501553,0.050544,1.431820,0.774699,0.819660,0.437001
54,1.647657,2.897113,0.035848,0.020313,0.911203,0.518952,0.584511,0.028138,0.477392,0.055556,1.413379,0.766101,0.827220,0.405987
55,1.654289,3.010708,0.037767,0.020522,0.913584,0.519644,0.590887,0.029299,0.488324,0.048626,1.469718,0.812549,0.831543,0.421005
56,1.645385,2.951362,0.035509,0.019791,0.910179,0.518600,0.583822,0.027619,0.494494,0.068821,1.431559,0.774255,0.814606,0.439017
57,1.648279,2.923194,0.038003,0.019503,0.910503,0.518521,0.586705,0.028981,0.490799,0.071636,1.419067,0.752383,0.831587,0.442101
58,1.634883,2.939673,0.035150,0.018926,0.904122,0.517078,0.577053,0.027057,0.473139,0.068458,1.432337,0.783669,0.813976,0.417352
59,1.639504,2.932267,0.035314,0.019212,0.907362,0.517777,0.577429,0.027747,0.503837,0.056130,1.431647,0.753258,0.819931,0.442800
60,1.635725,2.954433,0.033202,0.019225,0.906099,0.516788,0.578796,0.025972,0.507569,0.068922,1.429426,0.762348,0.842307,0.443443
61,1.648999,2.852802,0.036062,0.019930,0.911585,0.520519,0.583809,0.027513,0.449174,0.058319,1.399552,0.756566,0.809554,0.400142
62,1.633439,2.893384,0.034724,0.018676,0.904267,0.516897,0.573691,0.026935,0.449024,0.051957,1.422865,0.781957,0.800276,0.395976
63,1.630981,2.894094,0.031126,0.019118,0.904369,0.517475,0.574330,0.023432,0.473195,0.052367,1.413623,0.771580,0.808647,0.407032
64,1.636466,2.899037,0.034327,0.018610,0.905608,0.517702,0.578600,0.026217,0.469061,0.051355,1.420566,0.766853,0.808792,0.417546
65,1.620582,2.873860,0.031118,0.018647,0.898941,0.514144,0.569037,0.023808,0.453443,0.053085,1.406067,0.771843,0.801936,0.404209
66,1.621428,2.946676,0.031809,0.018240,0.898923,0.514634,0.569383,0.024061,0.485705,0.056384,1.433840,0.782395,0.810582,0.432443
67,1.630892,2.909779,0.035800,0.017998,0.902636,0.516958,0.569427,0.027142,0.500140,0.050349,1.411522,0.764227,0.812998,0.429771
68,1.627141,2.926647,0.032147,0.018073,0.902270,0.516680,0.568925,0.024808,0.485786,0.045664,1.429454,0.776932,0.819460,0.417397
69,1.617129,3.012609,0.029927,0.018163,0.897750,0.514468,0.563598,0.023574,0.496788,0.057132,1.469666,0.797743,0.824108,0.442017
70,1.623905,2.874949,0.034012,0.018240,0.899449,0.515810,0.565711,0.025614,0.465791,0.042568,1.414604,0.758061,0.801904,0.415067
71,1.621036,2.922347,0.032436,0.018096,0.899043,0.514819,0.565470,0.024533,0.494679,0.052282,1.413810,0.778357,0.792249,0.438051
72,1.617312,2.910402,0.030840,0.017380,0.897055,0.514914,0.564153,0.023974,0.478386,0.060704,1.427192,0.762281,0.814538,0.414045
73,1.613606,2.894727,0.030636,0.017613,0.895801,0.513944,0.561240,0.022730,0.459494,0.047880,1.418855,0.778808,0.807864,0.402034
74,1.615448,2.897229,0.031816,0.017734,0.896014,0.513914,0.562060,0.024256,0.485329,0.054623,1.405133,0.771067,0.808808,0.416821
75,1.612709,2.960030,0.032009,0.017091,0.894121,0.513765,0.561632,0.023567,0.557716,0.046424,1.425694,0.753914,0.811043,0.470078
76,1.605175,2.886799,0.029986,0.016927,0.892011,0.512058,0.553902,0.022957,0.484992,0.047249,1.409633,0.761833,0.793551,0.422293
77,1.613256,2.976008,0.032342,0.017735,0.894393,0.513820,0.559486,0.024319,0.510951,0.062402,1.441756,0.778581,0.822405,0.444545
78,1.605360,3.050845,0.029065,0.016684,0.892165,0.512508,0.555822,0.022131,0.500148,0.063581,1.479581,0.814322,0.852826,0.438458
79,1.611900,2.950130,0.032837,0.017105,0.893754,0.513513,0.557473,0.024841,0.528889,0.063819,1.417332,0.764730,0.790186,0.469317
80,1.610089,2.935559,0.031469,0.017630,0.893589,0.512802,0.556570,0.024356,0.485423,0.053419,1.433122,0.782538,0.799194,0.421439
81,1.607408,3.062988,0.030268,0.016641,0.892551,0.512792,0.556448,0.023353,0.528989,0.057282,1.484434,0.804582,0.824938,0.466710
82,1.600890,2.940547,0.030772,0.016007,0.889289,0.510892,0.551673,0.023635,0.520156,0.051690,1.427994,0.761002,0.792326,0.455861
83,1.605408,2.903916,0.030617,0.015972,0.891805,0.512484,0.553810,0.023364,0.473272,0.058946,1.421728,0.763537,0.818341,0.414080
84,1.600503,2.881058,0.029533,0.015752,0.889656,0.511968,0.549016,0.023062,0.494907,0.046391,1.404260,0.758291,0.789520,0.422003
85,1.600274,2.957347,0.029254,0.016613,0.888999,0.512232,0.550172,0.022115,0.514431,0.052636,1.428539,0.782612,0.791926,0.450170
86,1.601112,3.039003,0.030827,0.016440,0.889799,0.511449,0.549544,0.022735,0.488217,0.066153,1.481247,0.827404,0.800574,0.425988
87,1.597591,2.927313,0.029388,0.016314,0.887604,0.510885,0.550487,0.022211,0.499522,0.061148,1.420099,0.768423,0.787956,0.444138
88,1.599023,2.948587,0.028502,0.016723,0.888429,0.511692,0.552197,0.021263,0.486888,0.068223,1.431760,0.788487,0.803447,0.419502
89,1.592574,2.927414,0.028896,0.015026,0.885427,0.510209,0.545678,0.022547,0.475019,0.046498,1.437993,0.772795,0.819616,0.419966
90,1.599413,2.898024,0.030053,0.015628,0.888014,0.512369,0.549687,0.022570,0.482448,0.057158,1.417921,0.758010,0.784345,0.433975
91,1.589961,2.957171,0.027600,0.015077,0.885223,0.509349,0.545009,0.021096,0.531161,0.073984,1.424356,0.755829,0.814458,0.460153
92,1.598110,2.951290,0.029755,0.015647,0.888360,0.511527,0.548194,0.022128,0.506168,0.054868,1.433181,0.781002,0.824994,0.418182
93,1.594207,2.927039,0.029695,0.015510,0.886182,0.510655,0.545787,0.022063,0.479885,0.052695,1.433503,0.778712,0.806380,0.413239
94,1.596801,2.925776,0.029202,0.016433,0.887069,0.512106,0.546196,0.021902,0.473367,0.069167,1.432349,0.777472,0.816665,0.399375
95,1.589015,2.888753,0.027976,0.015749,0.883528,0.510201,0.542732,0.021206,0.463385,0.045028,1.418531,0.777138,0.791783,0.402685
96,1.589538,2.898896,0.028167,0.014847,0.884551,0.510259,0.542237,0.021102,0.490570,0.071739,1.403420,0.762585,0.798182,0.424564
97,1.585396,2.896908,0.027567,0.015411,0.882537,0.509282,0.538681,0.020968,0.497409,0.056666,1.412400,0.757252,0.809589,0.414683
98,1.589668,2.883816,0.028401,0.015900,0.884666,0.509836,0.541630,0.021055,0.488993,0.041520,1.413757,0.753427,0.780686,0.434340
99,1.587467,2.949319,0.026466,0.015361,0.883641,0.510384,0.542014,0.019847,0.501081,0.049551,1.431588,0.782264,0.790918,0.445753
100,1.589012,2.907943,0.031043,0.015479,0.883124,0.509189,0.539083,0.023426,0.484999,0.072991,1.417933,0.760785,0.799927,0.420503
